epoch,loss
0,0.022184057287197915
1,0.01712835756736671
2,0.01573482481248035
3,0.01505282847587282
4,0.014663674066766856
5,0.014432501152378156
6,0.014276913877077755
7,0.014169081021467128
8,0.014071163074197939
9,0.014004505352625322
10,0.013941602906271531
11,0.013903896743685881
12,0.01387569675721512
13,0.013825268965125504
14,0.013793417264968553
15,0.013795302603964155
16,0.013753726642371428
17,0.013749729367870457
18,0.013759881714619946
19,0.013702746055922142
20,0.013682694069745028
21,0.013680198120146838
22,0.013687853593204046
23,0.013643811922115024
24,0.01363213464699755
25,0.013646053447904281
26,0.013629248235639211
27,0.013599100354555539
28,0.013617187963117776
29,0.013585012214934697
30,0.01361383106860904
31,0.01357283304458833
32,0.013592812122779354
33,0.013561334449098045
34,0.013577699736094002
35,0.013569226799459084
36,0.013563577948540056
37,0.013567477260574771
38,0.0135522122126145
39,0.013579416559229215
40,0.013526692869952004
41,0.013520576533626972
42,0.013522694048880441
43,0.013509922200970135
44,0.013506374539679272
45,0.013511603072558626
46,0.013518756396848642
47,0.013525324393432778
48,0.01352410629050146
49,0.013504168593353414
50,0.013495155132261797
51,0.013515191685412497
52,0.013497809596704607
53,0.01349588112116068
54,0.013470087933198203
55,0.013479363501609946
56,0.013468692504316959
57,0.013489414364449401
58,0.013480734527355482
59,0.013465673403020701
60,0.013492785833784247
61,0.013493053655307348
62,0.013472623897559237
63,0.01347134321672152
64,0.013459077789737098
65,0.013454920629000345
66,0.013460759806946125
67,0.013441118445636597
68,0.013464579778256255
69,0.01347393683176933
70,0.013451888525749257
71,0.01348576824307173
72,0.013477708760667334
73,0.013448020568996888
74,0.013448611088706666
75,0.013452776336530872
76,0.013467837396378794
77,0.013462344023855944
78,0.013459212796179912
79,0.013434316761788004
80,0.013449001014943687
81,0.013423683130019865
82,0.013435691436927995
83,0.013445507110437623
84,0.013443730833018211
85,0.013440606369070967
86,0.013421824662571975
87,0.013451325403075726
88,0.013426060171211686
89,0.013464926344173274
90,0.013439744670820215
91,0.013433931667166964
92,0.013425559713056038
93,0.013423128936126209
94,0.013416518110197997
95,0.01341175934156526
96,0.013443492159205702
97,0.01340934967271791
98,0.013400003108725566
99,0.013417122059357203
100,0.013429767385253734
101,0.013420376354422893
102,0.013409715741734723
103,0.013428715252837817
104,0.013414762264683572
105,0.013428696709611589
106,0.01340531858723754
107,0.013418816968509517
108,0.01340273317259458
109,0.01342213442975391
110,0.013434302128794151
111,0.013412183423985235
112,0.013412818682990737
113,0.013405131739833499
114,0.013419769637605881
115,0.013406482519190618
116,0.01341527941421491
